,23000,23500,24000,24500,25000,25500,26000,27000
2022-08-13,0,0,725.850745,343.76258,122.28645,48.92274,12.19504,12.24032
2022-08-14,0,0,0,72.86589000000001,12.172795,12.1557,12.349815,12.415425
