date,61000,62000,63000,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,74000,75000,76000,77000
2024-05-30,7447.97654,7184.77552,5917.8621,5025.2995599999995,4543.42152,4029.81813,3581.00704,3028.6656399999997,2581.39125,2345.93948,2254.6913999999997,1198.5106000000003,1100.68752,718.980045,479.10464,321.385577,218.567808,157.095957,123.109614,68.37735,68.69855,83.240688,34.34399,20.43753,13.693126000000001,6.835018
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.1083449999999,1317.2378700000002,672.9110000000001,506.36984999999993,263.085732,202.65198,128.34625400000002,33.78389,20.166255,26.763068,33.89935,20.195832,6.751902,6.728215,13.59353,6.772017,13.754916000000001,0.0,0.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1795.477555,0.0,847.5795,373.016985,94.82087999999999,20.320266,13.551242000000002,6.77609,13.542202,6.769653,6.769661,6.770325000000001,6.769642,0.0,6.766049000000001,6.7701720000000005,0.0,0.0,0.0
