,19000,20000,20500,21000,21500,22000,22500,23000,23500,24000,24500,25000,26000
2022-08-18,0,0,0,0,0,0,0,417.42666,185.80872,69.68316,34.998465,11.638435,11.749225
2022-08-19,0,0,459.12834,135.52415499999998,20.82834,10.45557,10.654415000000002,10.7119,10.760075,10.75791,11.403375,0,0
