date,32000,33000,34000,35000,36000,37000
2021-07-12,1116.4250200000001,612.501145,232.01731,66.38947999999999,16.60952,16.82593
2021-07-13,647.2704,194.47464,32.56497,16.311705,16.261205,0.0
