date,35000,36000,37000,38000,39000,40000,41000,42000
2021-06-01,1565.5741349999998,1033.73661,716.959035,254.02293,71.82660000000001,54.52629,36.21866000000001,18.15618
2021-06-02,0.0,2086.5174,673.5204,169.311285,37.66662,18.813505000000003,18.840105,18.519090000000002
