,37000,38000,39000,40000,41000,42000,43000
2022-04-16,0,0,1476.733425,646.63872,243.7782,40.58704,20.219455000000004
2022-04-17,0,0,653.8557300000001,79.16260000000001,19.97142,20.23977,0
