date,16000,16500,16750,17000,17250,17500,18000
2022-12-06,0.0,0.0,322.98518,213.228125,102.50346,42.731225,8.535905000000001
2022-12-07,824.2721200000001,319.32216999999997,126.37709999999998,16.836150000000004,8.426219999999999,8.411135,0.0
