date,22000,22500,23000,23500,24000,24500,25000,26000
2022-08-02,979.8289599999999,832.5723599999999,461.3202,265.900355,115.44765,57.74125,23.073400000000003,11.535875
2022-08-03,0.0,458.1064,91.26372,11.40707,11.397255,11.66357,11.671805,0.0
