,15000,20000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,50000,55000,60000,65000,70000,80000,90000,100000
2021-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8266.236675,6431.4072,5030.13956,3739.3244,2248.1063500000005,0,1207.265175
2021-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8591.73865,8071.58718,6213.5903,4709.3198600000005,2945.014625,1972.41718,1350.706445
2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10513.253659999998,8065.207845000001,6061.90973,4512.59218,3011.80828,1995.77532,1350.1147150000002
2021-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10089.27789,7717.533935,5816.835024999999,4538.7048,2786.01456,1715.0570899999998,1279.0908
2021-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10600.94934,8657.44981,6518.838375,5220.81378,3338.8921800000003,2232.85447,1562.0364
2021-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17643.0708,0,0,0,0,0,0,8444.67,6486.2112,5077.47862,4177.261845,2749.2405,1688.23055,1148.2787400000002
2021-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18905.149725000003,0,0,0,0,0,0,10712.92706,8087.882639999999,5655.99615,5000.11864,3269.018175,2015.309795,1521.10106
2021-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10254.7512,8085.328394999999,5872.157005,5133.949119999999,3254.4127200000003,2114.53298,1435.837935
2021-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10726.11222,8568.922525,6808.49793,5386.5562,3445.5022,2177.89818,1472.05227
2021-05-08,0,0,0,0,0,0,0,0,31215.484200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12459.640545,9483.33631,7995.593700000001,6144.991875,4228.760249999999,2533.42326,1791.838705
2021-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10935.30753,8545.50964,6328.54153,5609.00366,3801.59455,2538.194115,1750.7568
2021-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19468.59006,0,0,0,0,0,0,9627.26295,7629.455625,6011.921205,4977.1203,3203.0191,2201.8485,1502.45361
2021-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10117.04599,8007.216149999999,6418.9164550000005,5208.26052,3183.782345,2248.1267,1493.5983
2021-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18473.73677,0,0,0,0,0,0,7270.069139999999,4668.169919999999,4686.077695,3601.3433550000004,2088.30507,1375.66215,852.5432000000001
2021-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14345.19285,0,0,0,0,0,7873.772800000001,6222.3904,4430.43549,3388.2049250000005,2689.687,1659.9772400000002,918.872175,816.1395
2021-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8694.802800000001,6379.33624,5167.606995,3915.538395,3151.58772,1933.30293,1315.30724,920.84194
2021-05-15,0,0,0,0,0,0,0,0,21226.7006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7460.52372,5417.510850000001,4543.77294,3335.2612150000004,2456.82632,1687.3164000000002,1115.53289,751.772165
2021-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8038.43194,6316.37178,4407.795275,3629.54124,2672.8386750000004,2067.6591,1373.3846999999998,884.0133400000001,571.23222
2021-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10646.71308,0,0,0,0,7716.076199999999,6113.91792,4520.34648,3436.8840000000005,2629.624635,2192.15716,1355.19569,831.6754099999999,542.7598750000001
2021-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9408.252105,0,0,0,0,7201.20408,5479.298559999999,4102.46226,3046.9792,2311.16469,1721.738025,1003.514625,642.68445,409.886715
2021-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,5123.284900000001,0,0,0,0,5646.48215,0,0,0,0,4478.029920000001,3428.715675,2308.0121400000003,1922.12251,1275.893775,988.495,464.3864400000001,462.93684,271.08921
2021-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,9814.781106000002,0,0,0,0,7584.013124999999,0,0,0,0,5567.806750000001,3721.23411,2838.72342,2016.796785,1617.2492000000002,1226.79296,700.4655359999999,528.98105,305.0595
2021-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,8398.733250000001,0,0,0,0,6265.71049,0,0,0,0,4618.788149999999,3479.76147,2621.409,1962.47605,1512.91557,1121.0247,675.88381,457.98625,469.683575
2021-05-22,0,0,0,14292.4431,0,0,0,0,0,0,0,0,0,8895.759625,0,0,0,0,6666.908875,0,0,0,0,5225.13904,3416.77788,2560.0538,1874.168505,1402.976625,1069.28523,557.07608,326.94672,287.2986
2021-05-23,0,0,0,0,0,0,0,0,9246.22636,0,0,0,0,6993.214799999999,0,0,0,0,4913.00056,0,0,0,0,3551.88456,2584.59588,2198.58912,1654.7679500000002,1203.617715,907.07422,583.14465,355.01560500000005,303.16167
2021-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,8806.3571,8278.7705,0,0,0,6762.054459999999,0,0,0,0,4712.43212,3288.8693000000003,2341.2444,1697.5402399999998,1273.90758,1000.996635,556.2210150000001,456.5778,312.1216
2021-05-25,0,0,0,0,0,0,0,0,12873.809,0,0,0,0,8949.33504,7993.740299999999,0,0,0,6106.359960000001,0,0,0,0,4508.54343,3355.50075,2280.6198,1715.2114499999998,1354.5238,993.09522,641.73776,436.14026,0
2021-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,8549.32212,0,0,0,0,6378.474375000001,0,0,0,0,4251.28,3069.135695,2423.39586,1573.6964000000005,1138.9564400000002,845.4806199999999,503.16032,329.200665,309.30848
2021-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,8398.01304,7295.454699999999,0,0,0,5504.82361,0,0,0,0,3861.55122,2542.778775,1732.73833,1120.42776,796.2384500000001,581.9016,357.96933,231.81948000000003,173.22849
