,17000,18000,18250,18500,18750,19000,19250,19500,19750,20000,21000,22000
2022-10-15,0,1140.16994,0,600.775875,0,209.781,0,47.573425,0,9.54526,9.579835,9.577865
2022-10-16,0,0,0,0,489.7172999999999,338.22040000000004,86.61465,19.26281,19.21467,9.60946,0,0
