date,8500,8875,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125,10250
2020-06-21,0.0,0.0,0.0,237.28106999999997,144.265785,60.334105,37.15364,23.360025,9.279879999999999,14.023605,14.018475,4.676735,0.0
2020-06-22,990.0225499999999,521.56115,646.03209,344.78739499999995,231.18053000000003,235.41682500000002,203.57967000000002,106.44512999999999,38.69108,24.21595,14.53287,9.70007,4.83459
