date,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000
2021-11-30,2622.0375,1144.5752,511.95140999999995,284.9477,171.62625,57.16926,115.35486,28.64023,29.325285,29.58952
2021-12-01,1136.8682000000001,483.1689850000001,142.9154,57.193690000000004,28.44481,29.13483,29.342115000000003,0.0,0.0,0.0
