date,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000
2021-04-22,0.0,0.0,0.0,0.0,0.0,1607.79237,906.9296250000001,518.1433000000001,338.360295,155.52147,102.95194000000001,153.06228000000002,103.37558,51.55159,51.02076,25.8093,25.75232
2021-04-23,4338.44902,2980.9332,3307.9915050000004,2091.53833,834.707115,458.80586999999997,127.17030000000001,50.63449,25.3927,25.21836,25.215845,48.96984,51.284800000000004,25.851935,0.0,26.002595000000003,0.0
