date,6750,6875,7000,7125,7250,7375,7500,7625,7750,7875,8000,8125,8250,8375
2020-04-23,793.53724,852.806955,617.31849,484.72128000000004,303.50376,300.40224,124.189725,59.72328,48.68266,33.70977,34.09785,0.0,18.843275000000002,0.0
2020-04-24,0.0,0.0,507.97192500000006,441.93825000000004,293.06901,165.28204,45.00072,14.984940000000002,11.247914999999999,7.55062,3.7639400000000003,3.758045,3.70915,3.761305
