date,59000,60000,61000,62000,63000,64000,65000,66000,67000
2021-04-16,0.0,1584.5138399999998,1234.1378,646.7464500000001,370.78968,185.95923000000002,30.79853,30.983705000000004,30.328815
2021-04-17,1198.9636,510.8628350000001,150.55100000000002,30.10637,30.347720000000002,30.346605,30.845299999999998,31.126985,0.0
