,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,48000,50000,52000,54000,55000,60000,65000,70000,75000,80000,85000,100000
2022-02-24,89.16,0,0,0,0,0,0,0,0,0,76.1,0,73.91,0,72.28,0,70.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-25,87.95,0,0,0,0,0,0,0,0,0,70.06,0,68.3,0,69.2,0,68.39,0,63.89,0,62.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-26,87.07,0,0,0,0,0,0,0,0,0,70.1,0,68.53,0,66.81,0,65.31,0,66.0,0,65.26,0,63.11,0,0,0,0,0,61.52,0,0,0,0,0,0,0,0,0,0
2022-02-27,87.12,0,0,0,0,0,0,0,0,0,73.32,0,72.81,0,70.83,0,70.7,0,69.02,0,68.32,0,67.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-28,87.94,0,0,0,0,0,0,0,0,0,73.31,0,73.42,0,70.51,0,70.46,0,69.37,0,67.98,0,65.48,0,66.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01,92.33,0,0,0,0,0,0,0,0,0,76.46,0,74.52,0,73.41,0,72.08,0,69.79,0,69.38,0,68.05,0,66.7,0,66.2,66.43,65.9,0,0,0,0,0,0,0,0,0,0
2022-03-02,92.77,0,0,0,0,0,0,0,0,0,76.02,0,73.82,0,71.39,0,70.05,0,68.62,0,67.64,0,67.61,0,66.33,0,0,0,65.9,0,0,0,0,0,0,0,0,0,0
2022-03-03,93.62,0,0,0,0,0,0,0,0,0,75.26,0,72.8,0,71.81,0,69.78,0,68.71,0,67.65,0,67.48,0,66.22,0,0,0,0,0,0,0,57.07,0,0,0,0,0,0
2022-03-04,0,0,0,0,0,0,0,0,0,0,75.47,0,73.21,0,72.09,0,71.64,0,71.06,0,70.76,0,69.02,0,0,0,0,0,66.62,0,0,0,0,0,0,0,0,0,0
2022-03-05,87.09,0,0,0,0,0,0,0,0,0,73.86,0,72.54,0,71.48,0,69.5,0,68.54,0,67.89,0,68.22,0,67.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
