date,35000,35500,36000,36500,37000,37500,38000,38250,38500,38750,39000,39250,39500,39750,40000,40250,40500,40750,41000,41250,41500,41750,42000,42250,42500,42750,43000,43250,43500,43750,44000,44250,44500
2023-12-03,73.57,73.35,60.08,52.02,50.76,47.27,45.82,45.59,50.01,44.75,45.86,46.36,45.66,47.13,45.37,48.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04,93.83,80.4,95.84,91.78,81.75,69.81,74.22,73.67,60.45,61.45,59.54,66.59,56.6,56.63,53.46,49.07,51.65,50.02,49.97,48.75,45.38,48.9,49.14,53.98,53.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-05,129.01,0.0,0.0,0.0,82.67,0.0,118.2,112.9,108.28,126.76,122.05,53.24,107.82,139.06,124.51,118.83,117.34,108.85,103.65,99.4,103.11,80.31,78.31,70.23,72.82,63.1,53.18,54.8,50.4,49.1,56.76,53.15,67.76
