date,32000,33000,34000,35000,36000,37000,38000,39000,40000
2021-08-03,138.17,120.29,106.93,94.72,92.63,80.86,78.46,91.51,0.0
2021-08-04,0.0,136.2,102.14,96.38,142.08,130.32,90.52,70.94,68.21
