,19000,19500,20000,20500,21000,21500,22000,22500,23000,24000
2022-08-21,83.61,70.83,75.54,71.18,64.04,58.58,58.84,0,0,0
2022-08-22,110.83,103.73,90.51,97.23,73.45,67.93,73.23,0,0,0
