date,6375,6500,6625,6750,6875,7000,7125,7250,7375,7500
2020-04-17,97.15,83.4,82.22,75.77,68.82,65.15,53.78,69.84,69.75,0.0
2020-04-18,110.52,122.31,120.95,74.09,77.87,96.78,79.32,55.51,64.35,53.5
