date,92000,94000,96000,98000,99000,100000,101000,102000,103000,103500,104000,104500,105000,105500,106000,106500,107000,108000,120000
2025-05-18,70.01,61.15,54.19,48.65,53.07,51.98,42.95,47.62,47.78,0.0,44.06,0.0,44.64,0.0,43.85,0.0,44.5,0.0,0.0
2025-05-19,84.94,66.16,67.5,58.96,56.32,53.9,50.43,45.6,40.95,0.0,40.42,0.0,40.5,0.0,40.84,0.0,44.75,0.0,0.0
2025-05-20,126.23,108.2,105.54,91.67,103.75,69.08,77.6,62.64,55.02,47.63,46.94,44.8,46.4,40.66,38.86,41.88,41.13,47.6,131.87
