date,66000,67000,68000,69000,70000,71000,71500,72000,72500,73000,73500,74000,74500,75000,75500,76000,76500,77000,77500,78000,78500,79000,81000,82000,83000,84000,85000
2024-11-07,68.57,66.61,64.18,57.32,52.38,48.3,47.17,43.57,45.88,44.08,39.65,39.11,43.98,41.12,39.26,41.34,41.61,43.74,41.9,42.22,0.0,0.0,53.49,56.43,61.06,56.59,65.44
2024-11-08,73.39,0.0,64.91,64.9,60.92,53.26,52.73,49.72,40.99,40.99,39.4,31.18,27.73,27.42,22.95,19.05,17.12,17.53,29.47,32.69,39.03,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09,0.0,0.0,0.0,0.0,76.18,54.08,57.36,51.15,84.42,46.19,66.78,44.75,55.72,51.16,30.96,31.46,26.21,35.84,0.0,28.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
