date,5250,5500,5750,6000,6250,6500,6750,7000,7250,7500,7750
2020-04-02,125.49,112.73,117.51,104.55,103.1,91.97,89.77,93.03,0.0,0.0,0.0
2020-04-03,115.9,106.63,108.35,101.56,103.33,94.38,93.79,90.55,0.0,0.0,0.0
2020-04-04,113.56,111.0,101.97,94.92,94.4,90.69,84.91,87.41,0.0,0.0,0.0
2020-04-05,120.83,111.88,99.81,94.36,91.17,85.45,82.14,84.29,0.0,0.0,0.0
2020-04-06,134.78,130.28,112.26,106.69,99.48,98.78,88.63,88.78,90.56,86.08,0.0
2020-04-07,137.29,128.12,120.69,104.98,102.25,93.79,93.3,90.57,87.37,88.3,0.0
2020-04-08,137.96,134.21,120.97,115.57,101.7,97.01,93.42,84.66,84.78,82.47,0.0
2020-04-09,144.81,125.93,117.14,112.21,102.76,93.29,85.32,83.2,81.92,78.62,78.28
2020-04-10,133.65,122.56,114.43,108.41,100.86,90.95,79.76,79.39,89.29,78.31,82.86
2020-04-11,129.4,115.88,111.97,97.39,84.44,78.09,76.92,72.8,85.93,88.7,91.71
2020-04-12,148.59,137.0,124.09,111.87,100.53,87.73,84.31,78.26,75.87,95.08,91.84
2020-04-13,158.31,146.84,132.79,120.89,103.49,85.63,79.65,73.49,98.29,87.12,195.99
2020-04-14,151.21,151.26,136.34,118.54,97.96,88.6,76.81,72.4,88.45,94.32,0.0
2020-04-15,186.28,161.15,128.13,109.93,94.71,80.2,74.64,81.62,96.84,0.0,120.28
2020-04-16,0.0,201.1,163.85,154.77,143.23,148.82,101.4,81.93,99.8,113.27,0.0
