,25500,26500,27000,27500,27750,28000,28250,28500,28750,29000,29500,30500
2023-04-08,69.21,48.65,36.5,30.02,28.65,27.65,31.43,0,27.96,0,0,0
2023-04-09,0,57.14,47.3,56.95,52.45,39.91,41.2,43.76,0,0,0,0
