date,26500,27000,27500,28000,28250,28500,28750,29000,29250,29500
2023-08-04,47.57,37.03,32.0,26.93,26.37,23.03,22.02,23.18,24.51,32.33
2023-08-05,0.0,39.97,40.4,31.1,27.4,19.7,18.45,15.83,0.0,0.0
2023-08-06,0.0,0.0,0.0,44.92,44.19,36.5,26.91,21.59,23.07,25.16
