date,24500,25000,25500,26000,26500,26750,27000,27250,27500,27750,28000,28250,28500
2023-10-06,0.0,0.0,37.02,42.04,36.34,31.97,28.98,25.4,20.48,22.79,18.3,26.7,0.0
2023-10-07,77.96,60.68,56.77,55.33,48.32,44.62,39.34,30.94,26.62,25.38,20.89,21.27,0.0
2023-10-08,0.0,0.0,0.0,0.0,45.62,54.95,53.92,49.73,45.4,35.37,32.7,0.0,24.87
