,34000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000
2022-02-17,134.65,101.71,98.66,91.38,86.05,71.45,73.62,65.46,62.47,68.56,0,0,0
2022-02-18,0,149.82,123.14,87.26,69.05,54.23,57.21,0.0,62.23,0,0,0,0
