date,5625,5750,5875,6000,6125,6250,6375,6500
2020-03-30,145.85,124.86,125.66,115.26,100.06,103.38,98.43,100.11
2020-03-31,165.14,182.34,172.79,119.37,103.19,104.73,84.46,95.06
