date,45000,46000,47000,48000,48500,49000,49500,50000,50500,51000,51500,52000,52500,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,58500,59000,59500,60000,60500,61000,63000,63500,64000
2024-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.94,0.0,78.87,0.0,76.22,0.0,72.09,0.0,70.84,68.45,67.0,65.62,63.35,62.92,62.75,61.99,57.42,56.94,0.0,79.05,64.4,66.06
2024-08-05,143.32,141.63,127.1,131.77,111.87,121.4,105.99,104.58,105.61,101.6,98.04,95.62,94.14,88.73,88.36,85.6,84.18,85.84,89.42,88.62,91.97,86.52,91.51,89.38,102.17,85.29,148.38,84.44,0.0,0.0,131.44,110.44,146.98
2024-08-06,195.39,188.21,172.71,173.59,163.97,153.7,156.04,140.55,148.01,137.54,134.28,127.18,122.98,111.12,103.73,92.18,79.8,83.31,77.19,72.77,71.79,86.39,86.02,82.25,0.0,0.0,81.74,71.55,0.0,90.53,0.0,0.0,0.0
