date,5500,5750,6000,6250,6500,6750,7000,7250,7500,7750,8000,9000
2019-12-19,87.26,0.0,74.18,68.89,68.69,64.06,62.43,60.83,55.18,0.0,0.0,0.0
2019-12-20,81.57,77.66,73.07,66.58,59.95,58.45,56.87,55.6,54.99,0.0,0.0,0.0
2019-12-21,80.14,0.0,68.79,63.91,58.02,58.73,53.4,52.57,0.0,0.0,0.0,0.0
2019-12-22,80.51,72.52,73.37,69.51,62.84,59.59,53.86,51.66,47.64,49.36,0.0,0.0
2019-12-23,84.25,0.0,75.45,66.63,65.19,56.96,52.79,51.75,52.92,54.41,51.75,0.0
2019-12-24,85.56,79.36,70.26,63.51,57.95,54.78,52.17,48.96,49.34,52.11,66.25,0.0
2019-12-25,91.42,78.23,77.59,65.6,60.0,58.04,50.67,49.6,54.86,0.0,65.82,0.0
2019-12-26,95.34,0.0,76.11,72.28,64.91,60.04,57.92,57.31,58.26,51.01,50.42,0.0
2019-12-27,89.31,80.22,75.79,74.66,62.2,56.48,51.45,51.56,50.61,54.05,0.0,0.0
2019-12-28,0.0,84.1,77.26,59.02,66.45,57.86,53.34,48.31,47.35,0.0,53.78,0.0
2019-12-29,0.0,105.97,86.57,72.71,70.25,68.3,54.6,50.54,46.38,51.14,0.0,0.0
2019-12-30,0.0,104.67,89.51,74.53,63.83,60.08,51.57,44.9,44.08,0.0,50.95,0.0
2019-12-31,0.0,120.05,103.47,90.89,78.97,60.88,50.77,43.06,47.97,0.0,62.99,260.65
2020-01-01,0.0,0.0,0.0,113.32,82.08,75.07,52.53,53.09,66.1,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,131.21,111.6,78.97,55.77,77.84,0.0,69.78,0.0,0.0
