date,70000,71000,72000,73000,74000,75000,75500,76000,76500,77000,77500,78000,78500,79000,79500,80000,80500,81000,81500,82000,82500,83000,83500,84000,84500,85000,85500,86000,86500,87000,87500,88000,88500,89000,89500,90000,90500,91000,93000,100000
2024-11-10,73.59,75.84,71.28,56.49,52.58,58.37,63.34,55.06,57.52,62.25,59.0,60.5,62.3,62.48,61.39,62.9,55.16,64.89,62.89,65.03,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11,116.57,83.68,127.47,72.03,83.41,79.33,80.24,108.96,108.2,100.47,105.62,101.72,94.21,93.87,98.39,87.77,89.39,74.6,82.6,81.02,74.0,74.23,72.27,77.51,73.1,71.23,70.94,75.12,68.06,72.45,72.95,73.86,75.58,75.51,0.0,85.27,0.0,83.55,0.0,0.0
2024-11-12,175.05,0.0,168.04,136.75,137.29,133.88,128.04,180.18,174.02,164.83,114.65,107.38,117.18,103.64,99.83,121.03,121.36,112.57,106.03,100.18,91.5,88.65,81.76,81.72,74.75,68.73,67.33,57.85,62.42,56.8,56.24,51.92,61.3,64.31,82.8,66.05,64.36,68.85,97.27,0.0
