date,21000,21500,22000,22500,23000,23500,24000,24500
2022-08-07,66.55,63.84,57.32,55.8,54.8,50.27,0.0,0.0
2022-08-08,0.0,0.0,90.01,75.27,69.77,52.89,56.74,63.89
