date,94000,96000,98000,99000,100000,100500,101000,101500,102000,102500,103000,103500,104000,105000,106000,107000,109000
2025-01-30,68.96,60.84,48.88,0.0,44.54,0.0,44.97,0.0,41.37,0.0,36.99,0.0,35.57,35.92,36.63,44.33,41.05
2025-01-31,62.59,53.03,41.89,33.56,29.67,0.0,27.26,0.0,24.09,0.0,24.32,0.0,31.33,29.13,33.75,0.0,0.0
2025-02-01,87.72,77.51,45.01,44.37,35.86,28.93,27.77,33.46,0.0,19.62,37.81,25.78,0.0,0.0,86.16,84.29,0.0
