date,24500,25000,25500,26000,26500,26750,27000,27250,27500,27750,28000,28250
2023-10-05,56.41,56.23,46.02,38.91,31.36,34.01,28.68,26.64,24.74,27.36,23.3,0.0
2023-10-06,62.76,56.06,65.62,45.21,41.05,32.77,30.67,29.45,21.02,22.39,15.15,20.84
2023-10-07,108.32,93.51,78.8,73.13,56.58,33.34,28.9,27.27,29.6,20.61,11.37,24.17
