,17000,18000,19000,19500,20000,20500,21000,21500,22000,22500,23000,24000
2022-06-21,152.79,127.79,117.2,105.03,96.12,91.69,90.07,67.31,82.79,80.0,0,0
2022-06-22,183.87,148.55,109.33,100.9,84.07,87.62,59.71,80.1,91.06,0,0,0
