,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,28500,29000,29500,30000,30500,31000,31500,32000,32500,33000,33500,34000,34500,34750,35000,35250,35500,35750,36000,36250,36500,36750,37000,37250,37500,37750,38000,38250,38500,38750,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000
2023-10-26,108.17,0,0,0,0,0,0,72.53,69.96,65.23,62.51,0,57.26,57.95,53.17,57.22,55.33,55.24,51.54,51.19,50.12,50.71,50.69,50.58,0,56.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-27,93.89,92.6,0,81.2,76.91,76.24,68.81,63.46,61.13,57.68,54.44,53.89,47.45,45.73,45.45,43.54,41.71,41.36,42.12,41.12,41.54,41.44,42.06,47.09,0,47.57,0,0,0,48.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-28,102.12,0,0,0,0,0,0,0,0,58.36,54.18,50.85,49.42,0,48.12,47.58,45.79,44.04,43.84,44.76,44.32,44.59,44.17,45.72,0,45.14,0,45.15,0,0,0,0,0,49.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-29,0,0,0,0,0,0,0,0,68.01,58.32,56.16,54.38,53.41,52.29,53.38,52.08,51.82,49.93,50.62,50.83,50.84,50.91,51.22,50.71,0,52.21,0,0,0,51.0,0,0,0,0,0,56.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30,0,0,93.06,0,0,0,0,73.34,69.97,65.85,60.43,60.22,56.99,56.02,52.45,53.0,50.07,51.86,49.8,52.81,49.84,50.24,52.43,49.54,0,51.64,0,52.83,0,54.46,0,0,0,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31,0,0,0,0,0,0,77.27,75.54,67.12,0,62.96,56.15,58.8,56.89,53.7,52.05,50.07,49.1,48.39,49.68,47.92,48.52,48.12,48.0,0,49.7,0,0,0,51.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,0,0,0,0,0,0,81.4,82.46,76.06,72.58,67.71,66.42,64.13,62.09,60.3,59.13,50.05,54.41,53.45,52.67,51.56,51.64,53.0,52.92,0,52.44,0,53.38,0,54.81,0,54.17,0,55.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,0,0,0,0,0,0,0,85.91,75.72,73.95,66.3,0,63.93,62.2,58.69,58.11,55.94,53.96,54.31,53.58,52.68,52.59,52.45,52.91,0,53.83,0,54.02,0,55.75,0,58.16,0,59.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,0,0,0,0,99.09,95.03,0,82.57,79.13,71.84,67.97,63.98,62.12,58.97,56.64,54.33,52.16,49.22,48.35,47.01,48.15,47.02,46.59,47.06,0,50.27,0,0,0,56.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.45,0,78.29,0,0,0,0,0,0,0,104.21,0,0,0,111.22
