date,6250,6500,6750,7000,7250,7500,7750,8000,8250,8500,8750,9000,9250,9500,9750,10000
2020-01-09,70.96,65.56,61.81,60.15,57.87,56.98,57.12,55.15,55.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,70.8,64.69,62.46,61.48,56.22,56.43,52.76,51.43,53.64,54.44,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,72.88,0.0,0.0,58.21,57.95,55.94,54.7,55.18,55.18,53.02,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,74.04,67.11,65.0,59.6,56.39,57.07,52.95,53.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,77.17,71.92,67.24,60.39,58.49,54.05,53.9,50.66,51.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,78.02,86.65,83.41,79.34,76.24,74.88,66.12,64.77,64.92,61.87,62.41,63.99,0.0,65.79,0.0,0.0
2020-01-15,90.24,81.99,80.23,79.61,72.45,70.53,68.65,65.89,63.02,60.66,60.96,59.48,0.0,0.0,0.0,0.0
2020-01-16,0.0,91.37,79.36,80.57,77.11,67.41,62.5,61.44,61.12,57.08,56.99,60.55,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,89.58,80.72,80.02,77.39,63.53,60.12,60.91,58.86,56.32,55.91,58.19,62.17,0.0,0.0
2020-01-18,0.0,0.0,0.0,91.0,80.09,65.84,70.99,60.96,62.05,58.44,58.66,56.52,59.85,0.0,0.0,0.0
2020-01-19,0.0,0.0,0.0,102.48,99.6,74.57,70.24,61.72,56.15,58.29,52.82,56.15,58.26,56.47,0.0,0.0
2020-01-20,0.0,133.53,0.0,0.0,78.53,76.69,68.21,61.15,55.92,51.18,51.97,50.38,59.8,73.59,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,82.86,63.34,65.96,56.38,49.69,50.78,52.83,0.0,74.65,0.0,207.02
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,75.24,65.47,55.88,50.01,43.27,62.33,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,119.16,86.77,71.32,52.25,41.49,84.8,125.21,0.0,0.0,0.0,0.0
