date,16000,17000,17500,18000,18500,19000,19500,20000
2022-07-01,132.26,116.07,101.93,95.06,86.39,80.76,76.5,84.79
2022-07-02,160.65,112.92,100.04,83.67,77.88,56.0,51.98,47.3
