date,16000,17000,17500,18000,18500,19000,19500,20000,20500
2022-07-03,120.36,113.73,94.23,93.25,78.13,74.63,65.76,71.62,0.0
2022-07-04,150.78,105.68,149.08,92.18,71.79,89.79,76.16,58.24,62.76
