date,84000,86000,88000,90000,91000,92000,93000,93500,94000,94500,95000,95500,96000,97000
2025-04-27,62.5,57.91,51.28,46.02,41.0,41.04,38.65,0.0,41.2,0.0,39.65,0.0,0.0,0.0
2025-04-28,89.31,65.85,55.88,48.36,40.13,40.63,36.83,0.0,33.59,0.0,35.32,0.0,43.24,0.0
2025-04-29,95.53,78.51,89.34,53.83,54.83,41.16,36.42,33.18,33.67,32.6,38.11,30.98,33.06,42.44
