date,19000,19500,20000,20250,20500,20750,21000,21250,21500
2022-11-06,0.0,65.07,57.46,0.0,56.5,54.2,52.47,45.31,43.69
2022-11-07,83.41,98.69,61.42,53.7,49.58,53.1,55.92,0.0,0.0
