date,8125,8250,8375,8500,8625,8750,8875,9000,9125
2020-02-27,72.38,70.87,62.2,63.7,62.02,61.19,50.81,58.7,0.0
2020-02-28,127.77,108.89,105.0,73.66,71.02,57.22,61.91,60.93,63.03
