date,31000,31500,32000,32500,33000,33500,33750,34000,34250,34500,34750,35000,35250,35500,35750
2023-11-04,74.67,65.0,46.81,56.3,50.36,36.89,33.83,35.3,42.33,43.53,42.86,43.45,44.4,44.79,47.03
2023-11-05,90.54,92.51,86.91,59.79,52.82,48.15,45.41,49.15,48.27,50.38,43.75,44.75,51.1,52.28,47.0
2023-11-06,120.36,103.59,81.87,77.05,85.9,67.26,60.61,49.39,47.47,37.1,26.49,32.45,34.02,46.28,0.0
