date,68000,69000,70000,71000,72000,73000,73500,74000,74500,75000,75500,76000,76500,77000,77500,78000,78500,79000,79500,80000,80500,81000,81500,82000,82500,83000,83500,84000,84500,85000,85500,86000,86500,87000,87500,88000,88500,89000,89500,90000
2024-11-09,0.0,55.02,48.62,50.39,37.71,39.33,38.9,41.09,41.67,35.91,39.39,39.27,40.78,34.07,0.0,0.0,0.0,37.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10,110.51,84.9,88.63,74.57,85.02,78.37,76.25,62.33,69.43,59.25,61.12,55.09,55.15,63.13,62.61,61.34,60.72,62.5,65.25,65.04,62.22,67.47,64.18,0.0,66.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11,139.62,238.46,109.51,100.39,90.69,227.19,219.78,82.14,87.5,85.64,88.9,94.17,88.93,168.7,132.17,184.99,137.65,129.98,146.58,155.19,146.32,129.72,104.92,125.18,117.48,89.36,111.65,96.94,96.92,88.65,86.26,67.95,71.25,71.18,74.6,75.35,85.53,72.64,72.26,86.43
