date,18000,18500,19000,19500,20000,20250,20500,21000
2022-08-30,81.34,71.27,63.71,61.63,59.35,0.0,58.1,59.36
2022-08-31,89.49,71.5,98.64,63.11,51.67,53.63,57.22,40.82
