,15500,15750,16000,16250,16500,16750,17000,17250,17500
2022-11-26,51.95,43.61,45.71,41.05,35.51,35.84,0,0,0
2022-11-27,95.94,52.12,68.8,52.45,53.1,54.96,0,0,0
