date,8625,8750,8875,9000,9125,9250,9375,9500,9625,9750,9875
2020-06-16,92.88,81.11,79.77,75.52,67.14,61.88,55.33,49.21,51.7,49.24,0.0
2020-06-17,100.36,100.23,105.3,87.08,67.19,67.3,53.81,63.88,0.0,0.0,49.92
