,25000,26000,26500,27000,27500,28000,28500,29000,29500,30000,30500,31000,32000
2022-05-28,99.25,88.24,79.95,72.08,72.16,64.39,57.82,52.17,51.34,0,0,0,0
2022-05-29,0,92.88,90.33,85.05,80.08,94.24,65.94,51.31,47.17,50.14,0,49.34,0
