date,16000,17000,18000,18500,19000,19500,20000,20500,21000
2022-09-01,153.69,129.35,104.78,88.81,82.93,68.37,65.13,62.13,61.73
2022-09-02,0.0,0.0,134.39,123.26,79.23,59.25,48.0,69.37,0.0
