date,16000,17000,17500,18000,18500,19000,19500,20000,20500,21000
2022-07-04,137.67,102.4,93.74,93.44,83.43,84.11,70.84,65.55,53.83,0.0
2022-07-05,0.0,246.67,118.18,100.63,113.91,115.09,82.21,69.67,66.77,57.88
