date,6000,6250,6500,6750,7000,7250,7500,7750,8000,8250,9000
2019-11-28,82.25,74.69,70.11,65.77,63.8,62.49,62.96,65.36,0.0,0.0,0.0
2019-11-29,84.18,76.72,69.66,63.23,61.96,59.0,56.67,55.49,55.69,0.0,0.0
2019-11-30,70.26,67.15,62.64,59.45,57.28,54.48,55.69,53.05,51.38,0.0,0.0
2019-12-01,78.13,72.61,71.52,62.79,63.56,64.26,57.41,63.06,64.39,54.19,0.0
2019-12-02,71.17,63.25,61.42,57.32,57.93,57.71,56.37,62.24,63.33,59.17,0.0
2019-12-03,75.98,66.49,60.97,57.24,56.78,58.31,56.83,0.0,0.0,0.0,0.0
2019-12-04,85.0,66.53,62.16,61.74,60.48,57.46,60.35,69.71,60.66,0.0,0.0
2019-12-05,83.86,75.13,64.4,62.51,58.27,58.3,56.03,0.0,0.0,0.0,0.0
2019-12-06,69.72,79.71,66.92,54.87,50.36,48.7,52.54,49.95,53.45,0.0,0.0
2019-12-07,85.05,78.38,73.22,62.13,57.73,50.87,50.38,49.06,54.85,0.0,0.0
2019-12-08,95.09,79.27,74.32,67.64,61.64,55.15,55.8,50.14,0.0,60.92,0.0
2019-12-09,97.81,81.53,80.78,61.66,56.64,53.17,53.52,56.24,62.65,73.62,0.0
2019-12-10,103.38,85.22,84.41,67.58,59.72,50.76,60.34,62.61,61.26,68.24,0.0
2019-12-11,0.0,99.31,98.51,67.16,59.76,53.54,44.34,66.38,93.55,0.0,330.13
2019-12-12,0.0,116.04,113.77,107.26,79.85,57.31,74.69,111.08,83.28,0.0,0.0
