date,30000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000
2021-05-31,175.4,148.39,138.18,117.63,108.9,100.35,90.99,89.61,87.32,72.55,56.25
2021-06-01,275.34,206.32,200.58,155.64,133.24,103.76,92.98,102.74,73.29,0.0,199.02
