date,72000,73000,74000,75000,76000,77000,77500,78000,78500,79000,79500,80000,80500,81000,81500,82000,82500,83000,83500,84000,84500,85000,85500,86000,86500,87000,87500,88000,88500,89000,89500,90000,90500,91000,91500,92000,92500,93000,93500,94000,95000,96000,97000,98000,101000,103000
2024-11-11,101.75,75.7,100.72,93.2,91.35,87.7,84.95,83.32,81.95,65.58,78.59,73.05,71.41,70.85,74.72,67.4,70.63,73.48,73.0,69.8,71.41,70.17,70.74,73.66,69.36,70.85,76.91,77.15,72.4,72.38,0.0,72.66,72.78,73.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12,118.32,108.18,125.89,109.31,103.41,94.73,95.17,97.25,91.42,88.44,90.18,82.55,82.2,77.22,81.29,76.3,76.24,77.65,68.72,66.2,75.0,62.56,61.07,61.09,67.54,61.04,62.26,62.19,68.49,63.89,71.98,71.42,68.35,68.98,69.44,72.3,0.0,0.0,0.0,83.82,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-13,144.98,133.51,124.23,115.25,115.67,161.42,98.37,98.47,140.78,140.24,136.68,122.37,126.99,124.89,117.47,112.01,105.13,104.01,104.58,105.09,90.96,91.5,90.73,85.05,75.53,67.95,69.97,59.29,61.31,60.88,54.14,57.86,53.71,50.0,74.91,74.3,46.58,83.76,62.42,80.74,0.0,0.0,146.62,153.54,0.0,0.0
