date,28000,28500,29000,29500,30000,30500,31000,31500,32000,32500,33000,33500,34000,34500,35000,35500,36000,36500,37000,38500
2021-01-05,149.67,132.22,149.6,95.06,118.04,129.47,119.68,111.11,117.84,98.34,97.77,95.37,97.74,98.38,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06,178.04,180.38,166.7,174.14,192.65,189.99,181.58,216.27,201.61,180.71,201.85,160.27,129.93,104.29,151.08,109.93,116.24,122.43,132.2,166.78
