date,64000,65000,66000,67000,68000,69000,70000,70500,71000,71500,72000,72500,73000,73500,74000,74500,75000,75500,76000,76500,77000,77500,78000,78500,79000,80000,81000,83000
2024-11-06,93.33,79.03,82.74,77.05,71.61,66.16,62.85,63.48,56.34,56.04,54.57,53.83,57.16,52.88,55.44,53.01,57.8,54.81,55.28,58.14,0.0,0.0,0.0,61.27,0.0,0.0,0.0,0.0
2024-11-07,100.78,92.21,74.44,70.23,75.26,66.91,56.27,62.26,58.27,56.03,50.11,51.72,51.01,43.81,48.8,43.74,46.39,44.38,45.7,46.96,48.43,51.53,50.7,0.0,56.96,63.97,68.07,79.56
2024-11-08,0.0,0.0,109.44,99.38,88.56,80.62,77.02,72.1,71.73,66.12,58.48,69.93,62.4,56.36,49.6,47.58,35.69,41.54,19.72,15.33,36.72,25.82,50.82,0.0,0.0,0.0,0.0,0.0
