date,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000
2022-02-28,119.99,125.07,117.18,141.3,141.66,135.67,92.21,95.49,97.19,90.28,87.18,84.92,80.99,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,127.8,108.13,103.68,116.12,82.2,85.78,79.22,76.37
