date,48000,49000,50000,51000,51500,52000,52500,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,58500,59000,59500
2024-09-08,90.68,85.85,85.24,78.83,74.82,70.61,63.28,65.37,63.97,57.56,59.92,59.09,52.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-09,113.45,100.49,95.64,94.48,86.5,84.88,85.3,80.31,76.8,75.92,73.43,68.32,68.26,66.45,63.07,61.41,63.4,61.54,66.36,60.67,0.0
2024-09-10,151.99,104.31,117.86,107.47,97.58,108.87,105.75,104.72,90.86,88.85,90.16,77.84,77.68,73.09,68.13,66.16,68.82,64.32,0.0,67.32,77.98
