date,100000,102000,104000,106000,108000,109000,110000,111000,112000,112500,113000,113500,114000,114500,115000,116000,117000,118000
2025-08-03,77.28,65.41,64.28,52.2,51.83,48.71,46.19,44.22,39.49,0.0,38.53,0.0,35.91,0.0,36.19,32.53,0.0,0.0
2025-08-04,91.68,81.76,70.09,62.43,58.05,47.38,47.14,42.57,39.76,0.0,32.67,0.0,31.02,0.0,28.65,29.34,33.73,32.14
2025-08-05,120.88,97.42,86.31,69.02,68.55,63.7,57.4,45.09,37.21,31.01,33.78,26.42,24.54,31.03,36.13,27.45,34.99,32.26
