date,8625,8750,8875,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125,10250,10375,10500
2020-05-14,121.29,130.03,131.58,112.68,110.31,103.84,97.74,98.66,88.25,98.05,91.5,90.87,95.73,99.63,102.53,0.0
2020-05-15,165.72,140.01,107.01,81.6,95.94,71.62,76.22,79.98,100.82,102.71,92.7,102.3,86.7,62.6,0.0,124.68
