date,86000,88000,90000,92000,93000,94000,95000,96000,96500,97000,97500,98000,98500,99000,99500,100000,101000,102000,103000,104000,105000
2024-11-21,81.66,68.02,66.36,58.73,54.76,53.75,53.03,53.6,0.0,53.46,0.0,54.07,0.0,55.35,0.0,55.33,57.97,0.0,0.0,0.0,0.0
2024-11-22,108.19,83.22,74.71,67.2,57.36,53.87,52.42,45.97,0.0,41.19,0.0,39.03,0.0,38.36,0.0,41.49,46.42,59.42,59.48,60.33,61.92
2024-11-23,125.03,118.54,91.39,79.93,59.66,65.72,48.55,45.9,34.76,34.36,31.16,33.03,34.4,31.42,31.79,35.16,0.0,49.79,0.0,0.0,0.0
