date,5375,5500,5625,5750,5875,6000,6125,6250,6375,6500,6750,7000
2020-03-21,175.51,179.44,165.61,155.13,149.91,133.64,142.17,140.93,135.95,0.0,0.0,0.0
2020-03-22,260.12,222.34,178.31,176.31,148.32,219.51,182.62,131.32,185.01,166.61,148.54,268.17
