date,61000,62000,63000,64000,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,74500,75000,75500,76000,77000,78000,79000,80000,81000,82000
2024-03-10,75.914883,144.020331,173.695825,236.04126,447.07858,0,686.955,758.0848,763.51308,1167.63752,1111.47072,1647.1497600000002,1529.8997999999997,1908.67545,2082.2724,2499.1034399999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11,7.277354,21.633759,21.678609,58.120000000000005,57.79779200000001,93.758782,115.73496000000002,86.61520799999998,115.58344,165.854472,309.908912,247.211688,340.061544,505.93389,577.13712,614.1497350000001,829.38023,906.152875,1370.0457299999998,1515.3679800000002,1700.60429,2140.210545,0,0,0,0,0,5074.638100000001,0,0,0,0,0
2024-03-12,14.234956,14.210854,7.157104,7.145211000000001,14.215082,14.216426000000002,14.229094000000002,21.219591,35.501835,21.438203999999995,21.443202,28.582296000000003,42.9018,50.009218,57.19170400000001,142.9461,264.38727400000005,393.03890999999993,714.6089000000001,1875.88624,2746.74426,0,2645.18513,0,0,0,0,0,0,0,0,0,0
