date,39500,40000,40500,41000,41500,42000,42500,42750,43000,43250,43500,43750,44000,44250,44500,45000,45250,45500,45750,46000,46250,46500,46750,47000,47500,48000,48500,49000,49500,50000,50500,51000,51500,52000,52500,53000,53500,54000,55000,56000,57000,58000
2024-01-10,51.60507,69.06651,84.94736400000001,79.646649,200.19692000000003,121.80285,150.14832,0,172.108793,0,219.08688100000003,0,202.852801,0,261.11871499999995,332.33291,0,424.10034,0,725.3139749999999,0,1047.40875,0,990.7285500000002,1138.92792,1354.22766,0,0,0,3352.394045,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-11,23.395905,27.79941,60.289398,115.542475,37.001392,41.764194,55.496676,0,78.725113,0,299.05616,0,143.426057,0,157.845646,231.59925,0,370.47432,0,532.012655,0,740.7625600000001,0,797.1823600000001,1442.97777,1165.28664,1478.49416,1659.3568500000003,2044.1352500000005,3651.78389,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-12,17.169652,75.63475799999999,42.70004,147.357245,127.3926,85.67816,188.215324,0,427.976,516.43368,813.5072299999999,371.265125,1899.04905,0,2078.7603200000003,3352.3944,760.80984,3505.6873800000003,2324.90028,3044.15482,1972.239555,1357.6812,0,3520.05669,3999.64388,4580.069390000001,0,0,6152.331759999999,6750.91248,0,0,0,0,0,0,0,0,0,0,0,0
