date,42000,43000,44000,45000,46000,47000,48000,49000
2022-01-03,22.941585,23.20553,69.75168000000001,254.32687499999997,803.1252250000001,569.70396,1184.1055000000001,2117.4381
2022-01-04,0.0,23.17043,45.931400000000004,68.813655,344.40645,923.5786,804.4519,0.0
